Date,County,New Confirmed Cases,Total Confirmed Cases,New Probable and Confirmed Deaths,Total Probable and Confirmed Deaths
1/4/2021,Berkshire,62,3082,1,145
1/4/2021,Bristol,428,36502,7,1096
1/4/2021,Dukes,3,519,,
1/4/2021,Essex,861,60624,11,1734
1/4/2021,Franklin,9,1327,0,92
1/4/2021,Hampden,345,27403,3,1066
1/4/2021,Hampshire,55,4043,0,203
1/4/2021,Middlesex,842,78663,13,2772
1/4/2021,Nantucket,40,809,,
1/4/2021,Norfolk,357,28745,5,1323
1/4/2021,Plymouth,386,25666,4,1022
1/4/2021,Suffolk,506,56431,5,1387
1/4/2021,Worcester,436,44733,8,1569
1/4/2021,Unknown,-14,1158,0,7
1/4/2021,Dukes and Nantucket,,,0,2
1/5/2021,Barnstable,68,5818,3,256
1/5/2021,Berkshire,92,3174,5,150
1/5/2021,Bristol,455,36957,11,1107
1/5/2021,Dukes,7,526,,
1/5/2021,Essex,538,61162,5,1739
1/5/2021,Franklin,11,1338,0,92
1/5/2021,Hampden,441,27844,2,1068
1/5/2021,Hampshire,68,4111,1,204
1/5/2021,Middlesex,842,79505,12,2784
1/5/2021,Nantucket,0,809,,
1/5/2021,Norfolk,404,29149,5,1328
1/5/2021,Plymouth,355,26021,5,1027
1/5/2021,Suffolk,480,56911,8,1395
1/5/2021,Worcester,406,45139,6,1575
1/5/2021,Unknown,11,1169,0,7
1/5/2021,Dukes and Nantucket,,,0,2
1/6/2021,Barnstable,63,5881,6,262
1/6/2021,Berkshire,86,3260,5,155
1/6/2021,Bristol,744,37701,16,1123
1/6/2021,Dukes,23,549,,
1/6/2021,Essex,1110,62272,13,1752
1/6/2021,Franklin,18,1356,0,92
1/6/2021,Hampden,365,28209,10,1078
1/6/2021,Hampshire,87,4198,1,205
1/6/2021,Middlesex,1307,80812,18,2802
1/6/2021,Nantucket,21,830,,
1/6/2021,Norfolk,469,29618,7,1335
1/6/2021,Plymouth,405,26426,8,1035
1/6/2021,Suffolk,831,57742,6,1401
1/6/2021,Worcester,874,46013,12,1587
1/6/2021,Unknown,16,1185,0,7
1/6/2021,Dukes and Nantucket,,,0,2
1/7/2021,Barnstable,92,5973,7,269
1/7/2021,Berkshire,78,3338,2,157
1/7/2021,Bristol,718,38419,9,1132
1/7/2021,Dukes,9,558,,
1/7/2021,Essex,1065,63337,11,1763
1/7/2021,Franklin,26,1382,1,93
1/7/2021,Hampden,621,28830,7,1085
1/7/2021,Hampshire,94,4292,1,206
1/7/2021,Middlesex,1426,82238,5,2807
1/7/2021,Nantucket,46,876,,
1/7/2021,Norfolk,540,30158,7,1342
1/7/2021,Plymouth,526,26952,4,1039
1/7/2021,Suffolk,929,58671,5,1406
1/7/2021,Worcester,980,46993,14,1601
1/7/2021,Unknown,-14,1171,0,7
1/7/2021,Dukes and Nantucket,,,0,2
1/8/2021,Barnstable,170,6143,2,271
1/8/2021,Berkshire,76,3414,1,158
1/8/2021,Bristol,836,39255,10,1142
1/8/2021,Dukes,7,565,,
1/8/2021,Essex,1175,64512,13,1776
1/8/2021,Franklin,36,1418,0,93
1/8/2021,Hampden,538,29368,3,1088
1/8/2021,Hampshire,101,4393,1,207
1/8/2021,Middlesex,1460,83698,12,2819
1/8/2021,Nantucket,27,903,,
1/8/2021,Norfolk,660,30818,7,1349
1/8/2021,Plymouth,672,27624,9,1048
1/8/2021,Suffolk,969,59640,6,1412
1/8/2021,Worcester,886,47879,12,1613
1/8/2021,Unknown,22,1193,0,7
1/8/2021,Dukes and Nantucket,,,0,2
1/9/2021,Barnstable,115,6258,4,275
1/9/2021,Berkshire,86,3500,5,163
1/9/2021,Bristol,879,40134,16,1158
1/9/2021,Dukes,23,588,,
1/9/2021,Essex,1024,65536,9,1785
1/9/2021,Franklin,20,1438,0,93
1/9/2021,Hampden,508,29876,5,1093
1/9/2021,Hampshire,96,4489,1,208
1/9/2021,Middlesex,1414,85112,18,2837
1/9/2021,Nantucket,17,920,,
1/9/2021,Norfolk,529,31347,7,1356
1/9/2021,Plymouth,558,28182,5,1053
1/9/2021,Suffolk,862,60502,3,1415
1/9/2021,Worcester,969,48848,15,1628
1/9/2021,Unknown,10,1203,1,8
1/9/2021,Dukes and Nantucket,,,0,2
1/10/2021,Barnstable,196,6454,1,276
1/10/2021,Berkshire,43,3543,0,163
1/10/2021,Bristol,686,40820,6,1164
1/10/2021,Dukes,18,606,,
1/10/2021,Essex,790,66326,12,1797
1/10/2021,Franklin,20,1458,0,93
1/10/2021,Hampden,394,30270,8,1101
1/10/2021,Hampshire,64,4553,1,209
1/10/2021,Middlesex,908,86020,14,2851
1/10/2021,Nantucket,13,933,,
1/10/2021,Norfolk,513,31860,7,1363
1/10/2021,Plymouth,406,28588,5,1058
1/10/2021,Suffolk,676,61178,11,1426
1/10/2021,Worcester,634,49482,12,1640
1/10/2021,Unknown,35,1238,0,8
1/10/2021,Dukes and Nantucket,,,0,2
1/11/2021,Barnstable,115,6569,1,277
1/11/2021,Berkshire,71,3614,1,164
1/11/2021,Bristol,477,41297,4,1168
1/11/2021,Dukes,3,609,,
1/11/2021,Essex,651,66977,8,1805
1/11/2021,Franklin,14,1472,0,93
1/11/2021,Hampden,289,30559,4,1105
1/11/2021,Hampshire,47,4600,2,211
1/11/2021,Middlesex,806,86826,12,2863
1/11/2021,Nantucket,7,940,,
1/11/2021,Norfolk,439,32299,4,1367
1/11/2021,Plymouth,387,28975,6,1064
1/11/2021,Suffolk,544,61722,4,1430
1/11/2021,Worcester,398,49880,9,1649
1/11/2021,Unknown,-9,1229,0,8
1/11/2021,Dukes and Nantucket,,,0,2
1/12/2021,Barnstable,116,6685,0,277
1/12/2021,Berkshire,67,3681,2,166
1/12/2021,Bristol,601,41898,8,1176
1/12/2021,Dukes,6,615,,
1/12/2021,Essex,498,67475,14,1819
1/12/2021,Franklin,18,1490,1,94
1/12/2021,Hampden,476,31035,3,1108
1/12/2021,Hampshire,65,4665,0,211
1/12/2021,Middlesex,1038,87864,16,2879
1/12/2021,Nantucket,0,940,,
1/12/2021,Norfolk,554,32853,2,1369
1/12/2021,Plymouth,460,29435,3,1067
1/12/2021,Suffolk,519,62241,9,1439
1/12/2021,Worcester,468,50348,9,1658
1/12/2021,Unknown,20,1249,0,8
1/12/2021,Dukes and Nantucket,,,0,2
1/13/2021,Barnstable,131,6816,6,283
1/13/2021,Berkshire,52,3733,6,172
1/13/2021,Bristol,609,42507,9,1185
1/13/2021,Dukes,9,624,,
1/13/2021,Essex,786,68261,8,1827
1/13/2021,Franklin,20,1510,0,94
1/13/2021,Hampden,358,31393,6,1114
1/13/2021,Hampshire,84,4749,1,212
1/13/2021,Middlesex,1034,88898,24,2903
1/13/2021,Nantucket,12,952,,
1/13/2021,Norfolk,409,33262,3,1372
1/13/2021,Plymouth,423,29858,5,1072
1/13/2021,Suffolk,575,62816,9,1448
1/13/2021,Worcester,690,51038,9,1667
1/13/2021,Unknown,86,1335,0,8
1/13/2021,Dukes and Nantucket,,,0,2
1/14/2021,Barnstable,114,6930,5,288
1/14/2021,Berkshire,74,3807,6,178
1/14/2021,Bristol,641,43148,11,1196
1/14/2021,Dukes,8,632,,
1/14/2021,Essex,829,69090,8,1835
1/14/2021,Franklin,16,1526,0,94
1/14/2021,Hampden,405,31798,4,1118
1/14/2021,Hampshire,76,4825,1,213
1/14/2021,Middlesex,1101,89999,7,2910
1/14/2021,Nantucket,5,957,,
1/14/2021,Norfolk,477,33739,5,1377
1/14/2021,Plymouth,496,30354,6,1078
1/14/2021,Suffolk,656,63472,11,1459
1/14/2021,Worcester,687,51725,10,1677
1/14/2021,Unknown,-40,1295,0,8
1/14/2021,Dukes and Nantucket,,,0,2
1/15/2021,Barnstable,110,7040,3,291
1/15/2021,Berkshire,52,3859,2,180
1/15/2021,Bristol,495,43643,9,1205
1/15/2021,Dukes,9,641,,
1/15/2021,Essex,765,69855,9,1844
1/15/2021,Franklin,24,1550,0,94
1/15/2021,Hampden,413,32211,6,1124
1/15/2021,Hampshire,62,4887,1,214
1/15/2021,Middlesex,919,90918,15,2925
1/15/2021,Nantucket,10,967,,
1/15/2021,Norfolk,467,34206,5,1382
1/15/2021,Plymouth,445,30799,3,1081
1/15/2021,Suffolk,686,64158,6,1465
1/15/2021,Worcester,592,52317,17,1694
1/15/2021,Unknown,25,1320,0,8
1/15/2021,Dukes and Nantucket,,,0,2
1/16/2021,Barnstable,164,7204,3,294
1/16/2021,Berkshire,78,3937,3,183
1/16/2021,Bristol,595,44238,6,1211
1/16/2021,Dukes,8,649,,
1/16/2021,Essex,726,70581,9,1853
1/16/2021,Franklin,30,1580,0,94
1/16/2021,Hampden,416,32627,3,1127
1/16/2021,Hampshire,65,4952,5,219
1/16/2021,Middlesex,1028,91946,14,2939
1/16/2021,Nantucket,14,981,,
1/16/2021,Norfolk,538,34744,6,1388
1/16/2021,Plymouth,548,31347,6,1087
1/16/2021,Suffolk,709,64867,13,1478
1/16/2021,Worcester,736,53053,6,1700
1/16/2021,Unknown,2,1322,0,8
1/16/2021,Dukes and Nantucket,,,0,2
1/17/2021,Barnstable,111,7315,6,300
1/17/2021,Berkshire,32,3969,1,184
1/17/2021,Bristol,459,44697,12,1223
1/17/2021,Dukes,16,665,,
1/17/2021,Essex,670,71251,6,1859
1/17/2021,Franklin,9,1589,1,95
1/17/2021,Hampden,309,32936,7,1134
1/17/2021,Hampshire,44,4996,0,219
1/17/2021,Middlesex,835,92781,11,2950
1/17/2021,Nantucket,9,990,,
1/17/2021,Norfolk,386,35130,4,1392
1/17/2021,Plymouth,393,31740,4,1091
1/17/2021,Suffolk,531,65398,3,1481
1/17/2021,Worcester,473,53526,14,1714
1/17/2021,Unknown,6,1328,0,8
1/17/2021,Dukes and Nantucket,,,0,2
1/18/2021,Barnstable,97,7412,2,302
1/18/2021,Berkshire,59,4028,0,184
1/18/2021,Bristol,415,45112,14,1237
1/18/2021,Dukes,7,672,,
1/18/2021,Essex,341,71592,3,1862
1/18/2021,Franklin,11,1600,0,95
1/18/2021,Hampden,298,33234,1,1135
1/18/2021,Hampshire,44,5040,0,219
1/18/2021,Middlesex,633,93414,8,2958
1/18/2021,Nantucket,0,990,,
1/18/2021,Norfolk,320,35450,4,1396
1/18/2021,Plymouth,259,31999,7,1098
1/18/2021,Suffolk,406,65804,6,1487
1/18/2021,Worcester,316,53842,8,1722
1/18/2021,Unknown,18,1346,0,8
1/18/2021,Dukes and Nantucket,,,0,2
1/19/2021,Barnstable,87,7499,1,303
1/19/2021,Berkshire,53,4081,3,187
1/19/2021,Bristol,327,45439,5,1242
1/19/2021,Dukes,4,676,,
1/19/2021,Essex,242,71834,0,1862
1/19/2021,Franklin,15,1615,0,95
1/19/2021,Hampden,313,33547,3,1138
1/19/2021,Hampshire,41,5081,1,220
1/19/2021,Middlesex,447,93861,11,2969
1/19/2021,Nantucket,0,990,,
1/19/2021,Norfolk,290,35740,4,1400
1/19/2021,Plymouth,247,32246,6,1104
1/19/2021,Suffolk,262,66066,3,1490
1/19/2021,Worcester,250,54092,7,1729
1/19/2021,Unknown,-11,1335,0,8
1/19/2021,Dukes and Nantucket,,,0,2
1/20/2021,Barnstable,91,7590,5,308
1/20/2021,Berkshire,42,4123,3,190
1/20/2021,Bristol,408,45847,9,1251
1/20/2021,Dukes,7,683,,
1/20/2021,Essex,557,72391,9,1871
1/20/2021,Franklin,22,1637,0,95
1/20/2021,Hampden,363,33910,6,1144
1/20/2021,Hampshire,58,5139,2,222
1/20/2021,Middlesex,770,94631,23,2992
1/20/2021,Nantucket,15,1005,,
1/20/2021,Norfolk,390,36130,3,1403
1/20/2021,Plymouth,380,32626,3,1107
1/20/2021,Suffolk,400,66466,8,1498
1/20/2021,Worcester,410,54502,9,1738
1/20/2021,Unknown,74,1409,0,8
1/20/2021,Dukes and Nantucket,,,0,2
1/21/2021,Barnstable,193,7783,4,312
1/21/2021,Berkshire,38,4161,2,192
1/21/2021,Bristol,498,46345,5,1256
1/21/2021,Dukes,23,706,,
1/21/2021,Essex,701,73092,7,1878
1/21/2021,Franklin,14,1651,1,96
1/21/2021,Hampden,346,34256,8,1152
1/21/2021,Hampshire,36,5175,0,222
1/21/2021,Middlesex,881,95512,12,3004
1/21/2021,Nantucket,8,1013,,
1/21/2021,Norfolk,469,36599,13,1416
1/21/2021,Plymouth,348,32974,11,1118
1/21/2021,Suffolk,538,67004,8,1506
1/21/2021,Worcester,755,55257,6,1744
1/21/2021,Unknown,-27,1382,0,8
1/21/2021,Dukes and Nantucket,,,0,2
1/22/2021,Barnstable,127,7910,3,315
1/22/2021,Berkshire,62,4223,1,193
1/22/2021,Bristol,592,46937,10,1266
1/22/2021,Dukes,12,718,,
1/22/2021,Essex,654,73746,9,1887
1/22/2021,Franklin,15,1666,0,96
1/22/2021,Hampden,281,34537,11,1163
1/22/2021,Hampshire,80,5255,2,224
1/22/2021,Middlesex,819,96331,16,3020
1/22/2021,Nantucket,14,1027,,
1/22/2021,Norfolk,518,37117,10,1426
1/22/2021,Plymouth,397,33371,6,1124
1/22/2021,Suffolk,725,67729,2,1508
1/22/2021,Worcester,585,55842,11,1755
1/22/2021,Unknown,54,1436,0,8
1/22/2021,Dukes and Nantucket,,,0,2
1/23/2021,Barnstable,119,8029,3,318
1/23/2021,Berkshire,47,4270,1,194
1/23/2021,Bristol,462,47399,10,1276
1/23/2021,Dukes,11,729,,
1/23/2021,Essex,513,74259,10,1897
1/23/2021,Franklin,19,1685,0,96
1/23/2021,Hampden,428,34965,6,1169
1/23/2021,Hampshire,57,5312,2,226
1/23/2021,Middlesex,846,97177,11,3031
1/23/2021,Nantucket,6,1033,,
1/23/2021,Norfolk,457,37574,6,1432
1/23/2021,Plymouth,340,33711,7,1131
1/23/2021,Suffolk,497,68226,11,1519
1/23/2021,Worcester,553,56395,10,1765
1/23/2021,Unknown,-25,1411,0,8
1/23/2021,Dukes and Nantucket,,,0,2
1/24/2021,Barnstable,107,8136,4,322
1/24/2021,Berkshire,29,4299,1,195
1/24/2021,Bristol,439,47838,7,1283
1/24/2021,Dukes,2,731,,
1/24/2021,Essex,494,74753,11,1908
1/24/2021,Franklin,8,1693,0,96
1/24/2021,Hampden,205,35170,6,1175
1/24/2021,Hampshire,37,5349,2,228
1/24/2021,Middlesex,693,97870,5,3036
1/24/2021,Nantucket,8,1041,,
1/24/2021,Norfolk,396,37970,8,1440
1/24/2021,Plymouth,292,34003,4,1135
1/24/2021,Suffolk,573,68799,6,1525
1/24/2021,Worcester,429,56824,15,1780
1/24/2021,Unknown,38,1449,0,8
1/24/2021,Dukes and Nantucket,,,0,2
1/25/2021,Barnstable,108,8244,0,322
1/25/2021,Berkshire,44,4343,4,199
1/25/2021,Bristol,358,48196,8,1291
1/25/2021,Dukes,0,731,,
1/25/2021,Essex,409,75162,8,1916
1/25/2021,Franklin,8,1701,0,96
1/25/2021,Hampden,319,35489,0,1175
1/25/2021,Hampshire,36,5385,0,228
1/25/2021,Middlesex,612,98482,6,3042
1/25/2021,Nantucket,7,1048,,
1/25/2021,Norfolk,452,38422,5,1445
1/25/2021,Plymouth,362,34365,2,1137
1/25/2021,Suffolk,464,69263,5,1530
1/25/2021,Worcester,315,57139,7,1787
1/25/2021,Unknown,-17,1432,0,8
1/25/2021,Dukes and Nantucket,,,0,2
1/26/2021,Barnstable,59,8303,1,323
1/26/2021,Berkshire,20,4363,1,200
1/26/2021,Bristol,279,48475,6,1297
1/26/2021,Dukes,3,734,,
1/26/2021,Essex,173,75335,3,1919
1/26/2021,Franklin,8,1709,0,96
1/26/2021,Hampden,323,35812,3,1178
1/26/2021,Hampshire,23,5408,2,230
1/26/2021,Middlesex,346,98828,9,3051
1/26/2021,Nantucket,1,1049,,
1/26/2021,Norfolk,275,38697,2,1447
1/26/2021,Plymouth,197,34562,5,1142
1/26/2021,Suffolk,217,69480,5,1535
1/26/2021,Worcester,282,57421,4,1791
1/26/2021,Unknown,9,1441,1,9
1/26/2021,Dukes and Nantucket,,,0,2
1/27/2021,Barnstable,71,8374,4,327
1/27/2021,Berkshire,31,4394,4,204
1/27/2021,Bristol,300,48775,12,1309
1/27/2021,Dukes,9,743,,
1/27/2021,Essex,475,75810,10,1929
1/27/2021,Franklin,10,1719,0,96
1/27/2021,Hampden,114,35926,8,1186
1/27/2021,Hampshire,27,5435,1,231
1/27/2021,Middlesex,732,99560,14,3065
1/27/2021,Nantucket,13,1062,,
1/27/2021,Norfolk,290,38987,8,1455
1/27/2021,Plymouth,235,34797,6,1148
1/27/2021,Suffolk,402,69882,6,1541
1/27/2021,Worcester,321,57742,11,1802
1/27/2021,Unknown,-8,1433,0,9
1/27/2021,Dukes and Nantucket,,,0,2
1/28/2021,Barnstable,120,8494,2,329
1/28/2021,Berkshire,15,4409,2,206
1/28/2021,Bristol,443,49218,3,1312
1/28/2021,Dukes,10,753,,
1/28/2021,Essex,449,76259,10,1939
1/28/2021,Franklin,23,1742,0,96
1/28/2021,Hampden,460,36386,3,1189
1/28/2021,Hampshire,61,5496,0,231
1/28/2021,Middlesex,713,100273,9,3074
1/28/2021,Nantucket,2,1064,,
1/28/2021,Norfolk,494,39481,3,1458
1/28/2021,Plymouth,385,35182,1,1149
1/28/2021,Suffolk,516,70398,7,1548
1/28/2021,Worcester,522,58264,5,1807
1/28/2021,Unknown,9,1442,-1,8
1/28/2021,Dukes and Nantucket,,,0,2
1/29/2021,Barnstable,82,8576,5,334
1/29/2021,Berkshire,44,4453,6,212
1/29/2021,Bristol,323,49541,13,1325
1/29/2021,Dukes,18,771,,
1/29/2021,Essex,320,76579,13,1952
1/29/2021,Franklin,14,1756,1,97
1/29/2021,Hampden,226,36612,3,1192
1/29/2021,Hampshire,38,5534,2,233
1/29/2021,Middlesex,501,100774,17,3091
1/29/2021,Nantucket,8,1072,,
1/29/2021,Norfolk,231,39712,9,1467
1/29/2021,Plymouth,293,35475,6,1155
1/29/2021,Suffolk,314,70712,8,1556
1/29/2021,Worcester,362,58626,13,1820
1/29/2021,Unknown,7,1449,0,8
1/29/2021,Dukes and Nantucket,,,0,2
1/30/2021,Barnstable,74,8650,6,340
1/30/2021,Berkshire,33,4486,3,215
1/30/2021,Bristol,445,49986,8,1333
1/30/2021,Dukes,2,773,,
1/30/2021,Essex,506,77085,12,1964
1/30/2021,Franklin,13,1769,0,97
1/30/2021,Hampden,341,36953,8,1200
1/30/2021,Hampshire,73,5607,0,233
1/30/2021,Middlesex,714,101488,23,3114
1/30/2021,Nantucket,9,1081,,
1/30/2021,Norfolk,392,40104,7,1474
1/30/2021,Plymouth,304,35779,4,1159
1/30/2021,Suffolk,547,71259,5,1561
1/30/2021,Worcester,500,59126,11,1831
1/30/2021,Unknown,4,1453,0,8
1/30/2021,Dukes and Nantucket,,,0,2
1/31/2021,Barnstable,53,8703,2,342
1/31/2021,Berkshire,15,4501,1,216
1/31/2021,Bristol,275,50261,8,1341
1/31/2021,Dukes,2,775,,
1/31/2021,Essex,278,77363,5,1969
1/31/2021,Franklin,11,1780,0,97
1/31/2021,Hampden,233,37186,4,1204
1/31/2021,Hampshire,47,5654,1,234
1/31/2021,Middlesex,431,101919,12,3126
1/31/2021,Nantucket,1,1082,,
1/31/2021,Norfolk,296,40400,5,1479
1/31/2021,Plymouth,220,35999,3,1162
1/31/2021,Suffolk,338,71597,2,1563
1/31/2021,Worcester,323,59449,3,1834
1/31/2021,Unknown,23,1476,0,8
1/31/2021,Dukes and Nantucket,,,0,2
2/1/2021,Barnstable,36,8739,0,342
2/1/2021,Berkshire,32,4533,1,217
2/1/2021,Bristol,239,50500,3,1344
2/1/2021,Dukes,2,777,,
2/1/2021,Essex,293,77656,4,1973
2/1/2021,Franklin,7,1787,0,97
2/1/2021,Hampden,211,37397,3,1207
2/1/2021,Hampshire,68,5722,0,234
2/1/2021,Middlesex,480,102399,8,3134
2/1/2021,Nantucket,4,1086,,
2/1/2021,Norfolk,250,40650,1,1480
2/1/2021,Plymouth,208,36207,2,1164
2/1/2021,Suffolk,272,71869,3,1566
2/1/2021,Worcester,165,59614,5,1839
2/1/2021,Unknown,3,1479,0,8
2/1/2021,Dukes and Nantucket,,,0,2
2/2/2021,Barnstable,31,8770,0,342
2/2/2021,Berkshire,18,4551,3,220
2/2/2021,Bristol,285,50785,6,1350
2/2/2021,Dukes,15,792,,
2/2/2021,Essex,159,77815,7,1980
2/2/2021,Franklin,5,1792,1,98
2/2/2021,Hampden,243,37640,0,1207
2/2/2021,Hampshire,38,5760,0,234
2/2/2021,Middlesex,382,102781,8,3142
2/2/2021,Nantucket,1,1087,,
2/2/2021,Norfolk,223,40873,3,1483
2/2/2021,Plymouth,176,36383,3,1167
2/2/2021,Suffolk,193,72062,2,1568
2/2/2021,Worcester,224,59838,12,1851
2/2/2021,Unknown,-30,1449,0,8
2/2/2021,Dukes and Nantucket,,,0,2
2/3/2021,Barnstable,150,8920,3,345
2/3/2021,Berkshire,18,4569,2,222
2/3/2021,Bristol,379,51164,4,1354
2/3/2021,Dukes,0,792,,
2/3/2021,Essex,244,78059,11,1991
2/3/2021,Franklin,5,1797,0,98
2/3/2021,Hampden,91,37731,3,1210
2/3/2021,Hampshire,31,5791,2,236
2/3/2021,Middlesex,381,103162,13,3155
2/3/2021,Nantucket,2,1089,,
2/3/2021,Norfolk,218,41091,1,1484
2/3/2021,Plymouth,225,36608,6,1173
2/3/2021,Suffolk,225,72287,4,1572
2/3/2021,Worcester,218,60056,7,1858
2/3/2021,Unknown,-1,1448,0,8
2/3/2021,Dukes and Nantucket,,,0,2
2/4/2021,Barnstable,90,9010,1,346
2/4/2021,Berkshire,15,4584,2,224
2/4/2021,Bristol,347,51511,8,1362
2/4/2021,Dukes,3,795,,
2/4/2021,Essex,285,78344,12,2003
2/4/2021,Franklin,11,1808,0,98
2/4/2021,Hampden,180,37911,5,1215
2/4/2021,Hampshire,114,5905,0,236
2/4/2021,Middlesex,419,103581,11,3166
2/4/2021,Nantucket,6,1095,,
2/4/2021,Norfolk,231,41322,11,1495
2/4/2021,Plymouth,263,36871,6,1179
2/4/2021,Suffolk,341,72628,9,1581
2/4/2021,Worcester,298,60354,11,1869
2/4/2021,Unknown,-1,1447,0,8
2/4/2021,Dukes and Nantucket,,,0,2
2/5/2021,Barnstable,93,9103,2,348
2/5/2021,Berkshire,24,4608,2,226
2/5/2021,Bristol,348,51859,8,1370
2/5/2021,Dukes,3,798,,
2/5/2021,Essex,385,78729,6,2009
2/5/2021,Franklin,14,1822,0,98
2/5/2021,Hampden,236,38147,6,1221
2/5/2021,Hampshire,115,6020,3,239
2/5/2021,Middlesex,561,104142,21,3187
2/5/2021,Nantucket,5,1100,,
2/5/2021,Norfolk,265,41587,9,1504
2/5/2021,Plymouth,240,37111,6,1185
2/5/2021,Suffolk,388,73016,7,1588
2/5/2021,Worcester,280,60634,5,1874
2/5/2021,Unknown,25,1472,0,8
2/5/2021,Dukes and Nantucket,,,0,2
2/6/2021,Barnstable,116,9219,3,351
2/6/2021,Berkshire,11,4619,3,229
2/6/2021,Bristol,399,52258,8,1378
2/6/2021,Dukes,4,802,,
2/6/2021,Essex,389,79118,6,2015
2/6/2021,Franklin,10,1832,0,98
2/6/2021,Hampden,241,38388,6,1227
2/6/2021,Hampshire,153,6173,0,239
2/6/2021,Middlesex,588,104730,15,3202
2/6/2021,Nantucket,3,1103,,
2/6/2021,Norfolk,290,41877,5,1509
2/6/2021,Plymouth,272,37383,2,1187
2/6/2021,Suffolk,377,73393,4,1592
2/6/2021,Worcester,547,61181,10,1884
2/6/2021,Unknown,-22,1450,0,8
2/6/2021,Dukes and Nantucket,,,0,2
2/7/2021,Barnstable,83,9302,3,354
2/7/2021,Berkshire,20,4639,1,230
2/7/2021,Bristol,287,52545,6,1384
2/7/2021,Dukes,4,806,,
2/7/2021,Essex,393,79511,11,2026
2/7/2021,Franklin,12,1844,0,98
2/7/2021,Hampden,252,38640,5,1232
2/7/2021,Hampshire,104,6277,2,241
2/7/2021,Middlesex,536,105266,14,3216
2/7/2021,Nantucket,4,1107,,
2/7/2021,Norfolk,304,42181,9,1518
2/7/2021,Plymouth,221,37604,11,1198
2/7/2021,Suffolk,395,73788,5,1597
2/7/2021,Worcester,373,61554,11,1895
2/7/2021,Unknown,16,1466,0,8
2/7/2021,Dukes and Nantucket,,,0,2
2/8/2021,Barnstable,37,9339,4,358
2/8/2021,Berkshire,11,4650,4,234
2/8/2021,Bristol,134,52679,3,1387
2/8/2021,Dukes,4,810,,
2/8/2021,Essex,167,79678,7,2033
2/8/2021,Franklin,5,1849,0,98
2/8/2021,Hampden,121,38761,6,1238
2/8/2021,Hampshire,47,6324,0,241
2/8/2021,Middlesex,260,105526,12,3228
2/8/2021,Nantucket,8,1115,,
2/8/2021,Norfolk,105,42286,4,1522
2/8/2021,Plymouth,117,37721,4,1202
2/8/2021,Suffolk,164,73952,6,1603
2/8/2021,Worcester,100,61654,5,1900
2/8/2021,Unknown,-4,1462,0,8
2/8/2021,Dukes and Nantucket,,,0,2
2/9/2021,Barnstable,24,9363,3,361
2/9/2021,Berkshire,10,4660,3,237
2/9/2021,Bristol,153,52832,9,1396
2/9/2021,Dukes,1,811,,
2/9/2021,Essex,142,79820,4,2037
2/9/2021,Franklin,5,1854,1,99
2/9/2021,Hampden,199,38960,6,1244
2/9/2021,Hampshire,38,6362,0,241
2/9/2021,Middlesex,228,105754,13,3241
2/9/2021,Nantucket,2,1117,,
2/9/2021,Norfolk,144,42430,11,1533
2/9/2021,Plymouth,102,37823,9,1211
2/9/2021,Suffolk,146,74098,3,1606
2/9/2021,Worcester,133,61787,8,1908
2/9/2021,Unknown,-8,1454,0,8
2/9/2021,Dukes and Nantucket,,,0,2
2/10/2021,Barnstable,45,9408,1,362
2/10/2021,Berkshire,15,4675,2,239
2/10/2021,Bristol,179,53011,7,1403
2/10/2021,Dukes,7,818,,
2/10/2021,Essex,237,80057,14,2051
2/10/2021,Franklin,11,1865,0,99
2/10/2021,Hampden,142,39102,9,1253
2/10/2021,Hampshire,85,6447,3,244
2/10/2021,Middlesex,357,106111,15,3256
2/10/2021,Nantucket,7,1124,,
2/10/2021,Norfolk,170,42600,8,1541
2/10/2021,Plymouth,134,37957,5,1216
2/10/2021,Suffolk,231,74329,11,1617
2/10/2021,Worcester,275,62062,8,1916
2/10/2021,Unknown,25,1479,0,8
2/10/2021,Dukes and Nantucket,,,0,2
2/11/2021,Barnstable,51,9459,6,368
2/11/2021,Berkshire,14,4689,0,239
2/11/2021,Bristol,232,53243,9,1412
2/11/2021,Dukes,8,826,,
2/11/2021,Essex,304,80361,7,2058
2/11/2021,Franklin,14,1879,0,99
2/11/2021,Hampden,162,39264,6,1259
2/11/2021,Hampshire,84,6531,0,244
2/11/2021,Middlesex,371,106482,9,3265
2/11/2021,Nantucket,4,1128,,
2/11/2021,Norfolk,208,42808,4,1545
2/11/2021,Plymouth,188,38145,5,1221
2/11/2021,Suffolk,339,74668,10,1627
2/11/2021,Worcester,253,62315,6,1922
2/11/2021,Unknown,-19,1460,0,8
2/11/2021,Dukes and Nantucket,,,0,2
2/12/2021,Barnstable,40,9499,4,372
2/12/2021,Berkshire,19,4708,0,239
2/12/2021,Bristol,225,53468,11,1423
2/12/2021,Dukes,2,828,,
2/12/2021,Essex,315,80676,9,2067
2/12/2021,Franklin,11,1890,0,99
2/12/2021,Hampden,182,39446,7,1266
2/12/2021,Hampshire,55,6586,1,245
2/12/2021,Middlesex,429,106911,17,3282
2/12/2021,Nantucket,3,1131,,
2/12/2021,Norfolk,229,43037,10,1555
2/12/2021,Plymouth,171,38316,12,1233
2/12/2021,Suffolk,276,74944,6,1633
2/12/2021,Worcester,247,62562,12,1934
2/12/2021,Unknown,24,1484,0,8
